file,keyword,vol,kd,cpc,intent,has_geo
USHOMEBUY (1).xlsx,studio city zip code,1300.0,13,0.0,I,True
USHOMEBUY (1).xlsx,furnace renovation cost,1300.0,20,0.0,I,True
USHOMEBUY (1).xlsx,meet the team owner operations manager contact details,1300.0,22,0.0,I,True
USHOMEBUY (1).xlsx,roofing and home value,1300.0,22,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses bethel park pa,1300.0,23,0.0,T,False
USHOMEBUY (2).xlsx,govdeals va,1300.0,24,0.03,T N,True
USHOMEBUY (3).xlsx,sell my house fast sacramento,1300.0,26,12.83,C,False
USHOMEBUY (3).xlsx,sell my house fast orlando,1300.0,28,27.85,C,False
USHOMEBUY (1).xlsx,how do i sell my house without a realtor,1300.0,29,8.33,I,False
USHOMEBUY (1).xlsx,trending decorative hardware consumer behavior report,1000.0,8,0.0,I,True
USHOMEBUY (1).xlsx,cash for houses richmond,1000.0,12,0.0,C,True
USHOMEBUY (1).xlsx,we buy houses warren mi,1000.0,12,0.0,C,False
USHOMEBUY (1).xlsx,house designs and cost to build,1000.0,14,0.93,I,True
USHOMEBUY (3).xlsx,sell my house fast florida,1000.0,15,22.43,C,False
USHOMEBUY (1).xlsx,real estate what does under contract mean,1000.0,16,0.02,C,True
USHOMEBUY (1).xlsx,zip code studio city los angeles,1000.0,16,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses sterling heights mi,1000.0,18,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses tacoma,1000.0,18,16.58,T,False
USHOMEBUY (1).xlsx,north richland hills zip code,1000.0,19,0.0,I,True
USHOMEBUY (1).xlsx,tax appraisal vs market value,1000.0,20,1.02,C,True
USHOMEBUY (1).xlsx,studio city los angeles ca zip code,1000.0,21,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses dallas,1000.0,21,14.56,T,False
USHOMEBUY (1).xlsx,we buy houses sacramento,1000.0,22,30.07,T,False
USHOMEBUY (1).xlsx,we buy houses indiana,1000.0,23,44.0,T,False
USHOMEBUY (1).xlsx,sell my house dallas,1000.0,24,23.7,I,False
USHOMEBUY (1).xlsx,sell my house quickly,1000.0,25,73.06,I,False
USHOMEBUY (1).xlsx,condemned house,1000.0,26,5.18,I,True
USHOMEBUY (1).xlsx,deed of trust meaning,1000.0,26,0.32,I,True
USHOMEBUY (1).xlsx,we buy houses pittsburgh,1000.0,27,27.32,T,False
USHOMEBUY (1).xlsx,we buy houses tennessee,1000.0,27,35.39,T,False
USHOMEBUY (1).xlsx,how much value does a finished basement add,1000.0,28,2.56,I,True
USHOMEBUY (1).xlsx,we buy houses nashville,1000.0,29,14.25,T,False
USHOMEBUY (1).xlsx,average cost of a veneer repair guest author guidelines,880.0,0,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast creswell or,880.0,0,0.0,I,False
USHOMEBUY (1).xlsx,sell my house fast maple heights oh,880.0,1,0.0,C,False
USHOMEBUY (3).xlsx,sell my house fast new jersey,880.0,15,12.34,C,False
USHOMEBUY (1).xlsx,homes for sale in bedford county va,880.0,15,0.43,T,True
USHOMEBUY (1).xlsx,studio city ca zip code,880.0,16,0.0,I,True
USHOMEBUY (1).xlsx,wendover massachusetts,880.0,17,0.0,I,True
USHOMEBUY (1).xlsx,north richland hills tx zip code,880.0,18,0.0,I,True
USHOMEBUY (1).xlsx,sell my house los angeles,880.0,20,31.02,C,False
USHOMEBUY (3).xlsx,sell my house fast atlanta,880.0,21,18.55,C,False
USHOMEBUY (1).xlsx,what does tax assessed value mean,880.0,21,0.1,I,True
USHOMEBUY (1).xlsx,sell my house fast kansas city,880.0,22,29.6,C,False
USHOMEBUY (3).xlsx,sell my house fast columbus ohio,880.0,24,28.1,C,False
USHOMEBUY (1).xlsx,how can i sell my house quickly,880.0,24,31.37,I,False
USHOMEBUY (1).xlsx,we buy houses in new jersey,880.0,24,22.01,T,False
USHOMEBUY (3).xlsx,sell my house fast texas,880.0,25,29.36,C,False
USHOMEBUY (1).xlsx,under contract means,880.0,25,0.02,C,True
USHOMEBUY (1).xlsx,we buy houses kentucky,880.0,27,20.48,T,False
USHOMEBUY (1).xlsx,sell my house chicago,880.0,28,26.36,I T,False
USHOMEBUY (1).xlsx,the point at deerfield apartments,880.0,28,1.12,N,True
USHOMEBUY (1).xlsx,lieu of deed,880.0,29,2.92,I,True
USHOMEBUY (1).xlsx,we buy houses tucson,880.0,29,37.47,C,False
USHOMEBUY (1).xlsx,zoodealio,880.0,29,10.1,N,True
USHOMEBUY (1).xlsx,sell my house orlando,720.0,6,15.69,C,False
USHOMEBUY (1).xlsx,we buy houses redmond,720.0,7,0.0,T,False
USHOMEBUY (1).xlsx,tennessee spiders,720.0,8,0.49,I,True
USHOMEBUY (3).xlsx,sell my house fast georgia,720.0,10,28.71,C,False
USHOMEBUY (1).xlsx,how do i sell my house fast,720.0,10,30.92,I,False
USHOMEBUY (1).xlsx,old town zip code,720.0,10,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast nj,720.0,11,16.83,C,False
USHOMEBUY (1).xlsx,anthem az zip code,720.0,11,0.0,I,True
USHOMEBUY (1).xlsx,anthem zip code az,720.0,11,0.0,I,True
USHOMEBUY (1).xlsx,silver lake zip code,720.0,11,0.0,I,True
USHOMEBUY (1).xlsx,zip code wakefield,720.0,12,0.0,I,True
USHOMEBUY (1).xlsx,sell my house las vegas,720.0,13,36.36,C,False
USHOMEBUY (1).xlsx,we buy houses south bend in,720.0,13,0.0,T,False
USHOMEBUY (1).xlsx,north hills zip code,720.0,15,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses bellingham,720.0,15,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses york,720.0,15,0.0,nan,False
USHOMEBUY (1).xlsx,sell my house nashville,720.0,16,0.0,C,False
USHOMEBUY (1).xlsx,do closing costs include realtor fees,720.0,17,2.0,I,True
USHOMEBUY (1).xlsx,we buy houses grand rapids,720.0,18,13.2,T,False
USHOMEBUY (3).xlsx,sell my house fast houston tx,720.0,19,35.22,C,False
USHOMEBUY (1).xlsx,average time to sell a house by zip code,720.0,19,4.52,I,True
USHOMEBUY (1).xlsx,does a pool add value to your home,720.0,19,0.53,I,True
USHOMEBUY (1).xlsx,how much value does a pool add to a home,720.0,19,0.42,I,True
USHOMEBUY (1).xlsx,we buy houses syracuse,720.0,19,14.31,T,False
USHOMEBUY (1).xlsx,cma real estate definition,720.0,20,3.08,I,True
USHOMEBUY (1).xlsx,how much does a new roof increase home value,720.0,20,6.31,I,True
USHOMEBUY (1).xlsx,va home inspection requirements,720.0,20,0.94,I,True
USHOMEBUY (1).xlsx,open available,720.0,21,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses miami,720.0,21,14.99,T,False
USHOMEBUY (1).xlsx,we buy houses washington dc,720.0,21,27.78,I,True
USHOMEBUY (1).xlsx,sell my house fast nevada,720.0,22,0.0,I,True
USHOMEBUY (1).xlsx,active under contract vs pending,720.0,23,0.0,C,True
USHOMEBUY (1).xlsx,define active contingent,720.0,23,0.04,I,True
USHOMEBUY (1).xlsx,tcu zip code,720.0,23,0.0,I N,True
USHOMEBUY (1).xlsx,we buy houses atlanta,720.0,23,25.48,T,False
USHOMEBUY (1).xlsx,we buy houses philadelphia,720.0,23,25.08,N T,True
USHOMEBUY (3).xlsx,sell my house fast jacksonville,720.0,24,16.26,C,False
USHOMEBUY (1).xlsx,how can i sell my house fast,720.0,24,30.92,I,False
USHOMEBUY (1).xlsx,real estate definitions,720.0,24,2.05,I,True
USHOMEBUY (1).xlsx,sell my house knoxville,720.0,24,0.0,C,False
USHOMEBUY (3).xlsx,sell my house fast in dallas,720.0,26,9.08,C,False
USHOMEBUY (1).xlsx,silverlake la zip code,720.0,26,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses nebraska,720.0,26,7.45,C,False
USHOMEBUY (1).xlsx,what is fair market value of a house,720.0,26,2.5,I,True
USHOMEBUY (3).xlsx,sell my house fast las vegas,720.0,27,28.67,C,False
USHOMEBUY (1).xlsx,do pools add value to a house,720.0,27,0.62,I,True
USHOMEBUY (1).xlsx,how to write a real estate listing description,720.0,27,2.08,I,True
USHOMEBUY (1).xlsx,sell my house as is for cash,720.0,27,56.6,C,False
USHOMEBUY (1).xlsx,we buy houses birmingham,720.0,27,26.33,T,False
USHOMEBUY (1).xlsx,we buy houses cleveland,720.0,27,18.52,T,False
USHOMEBUY (1).xlsx,we buy houses tucson az,720.0,28,37.47,T,False
USHOMEBUY (1).xlsx,define hoa,720.0,29,0.6,I,True
USHOMEBUY (1).xlsx,we buy houses nevada,720.0,29,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses tulsa,720.0,29,32.05,T,False
USHOMEBUY (1).xlsx,sell my house jersey city,590.0,4,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses coral gables,590.0,5,0.0,C I,False
USHOMEBUY (1).xlsx,anthem zip code,590.0,6,0.0,I,True
USHOMEBUY (1).xlsx,sell my house during divorce florida,590.0,6,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses placer county,590.0,6,0.0,T,False
USHOMEBUY (1).xlsx,sell my house oakland,590.0,7,52.4,C,False
USHOMEBUY (2).xlsx,can a non veteran assume a va loan,590.0,8,2.02,I,True
USHOMEBUY (1).xlsx,sell my house scottsdale,590.0,8,0.0,I,False
USHOMEBUY (3).xlsx,sell my house fast for cash near me,590.0,9,67.88,T,False
USHOMEBUY (1).xlsx,documents needed to sell a house in texas,590.0,9,0.0,I,True
USHOMEBUY (1).xlsx,zip code anthem arizona,590.0,9,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fremont,590.0,10,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses alexandria va,590.0,10,23.87,T,True
USHOMEBUY (3).xlsx,sell my house fast fort worth,590.0,11,16.87,C,False
USHOMEBUY (1).xlsx,we buy houses bellevue,590.0,11,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses reno,590.0,11,30.86,I,False
USHOMEBUY (1).xlsx,we buy houses stockton ca,590.0,11,29.56,C,False
USHOMEBUY (1).xlsx,zip code in studio city ca,590.0,11,0.0,I,True
USHOMEBUY (1).xlsx,sell my house long beach,590.0,12,0.0,C I,False
USHOMEBUY (1).xlsx,we buy houses lexington,590.0,12,14.55,T,False
USHOMEBUY (1).xlsx,zip code highland park,590.0,12,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast baltimore,590.0,13,22.21,C,True
USHOMEBUY (1).xlsx,lakewood zipcode,590.0,13,0.0,I,True
USHOMEBUY (1).xlsx,sell my house west hollywood,590.0,13,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses lawton ok,590.0,13,0.0,T,False
USHOMEBUY (1).xlsx,sell my house fast st louis,590.0,14,34.79,C,False
USHOMEBUY (1).xlsx,sell my house san francisco,590.0,14,0.0,I,False
USHOMEBUY (1).xlsx,trade houses,590.0,15,3.58,I,True
USHOMEBUY (1).xlsx,we buy houses columbus ohio,590.0,15,35.75,C,False
USHOMEBUY (1).xlsx,we buy houses temecula,590.0,15,0.0,T,False
USHOMEBUY (1).xlsx,sell my house fast tacoma,590.0,16,20.02,C,False
USHOMEBUY (1).xlsx,we buy houses rochester,590.0,16,13.54,T,False
USHOMEBUY (1).xlsx,we buy houses vancouver,590.0,16,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses richmond,590.0,17,41.27,T,True
USHOMEBUY (1).xlsx,we buy houses yuma az,590.0,17,11.8,T,False
USHOMEBUY (1).xlsx,sell my house louisville,590.0,18,0.0,C,False
USHOMEBUY (1).xlsx,various types of houses,590.0,18,0.09,I,True
USHOMEBUY (1).xlsx,we buy houses columbia sc,590.0,18,15.54,T,False
USHOMEBUY (1).xlsx,we buy houses buffalo ny,590.0,19,35.31,C,False
USHOMEBUY (3).xlsx,sell my house fast los angeles,590.0,20,18.72,C,False
USHOMEBUY (3).xlsx,sell my house fast phoenix,590.0,20,25.13,C,False
USHOMEBUY (1).xlsx,i need to sell my house fast,590.0,20,68.17,I,False
USHOMEBUY (1).xlsx,studio city la zip code,590.0,20,0.0,I,True
USHOMEBUY (1).xlsx,what does it mean when a home is under contract,590.0,20,0.02,C,True
USHOMEBUY (3).xlsx,sell my house fast california,590.0,21,22.94,C,False
USHOMEBUY (1).xlsx,cost to paint house outside,590.0,21,4.85,I,True
USHOMEBUY (1).xlsx,how long can a house be under contract,590.0,21,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses grand rapids mi,590.0,21,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses salt lake city,590.0,21,78.98,T,False
USHOMEBUY (1).xlsx,we buy houses san diego ca,590.0,21,38.58,T,False
USHOMEBUY (1).xlsx,we buy houses south carolina,590.0,21,35.44,T,False
USHOMEBUY (2).xlsx,can you buy a foreclosure with a va loan,590.0,22,6.71,I,True
USHOMEBUY (1).xlsx,are realtor fees included in closing costs,590.0,22,1.37,I,True
USHOMEBUY (1).xlsx,sell my house fast philadelphia,590.0,22,17.93,C,True
USHOMEBUY (1).xlsx,we buy houses louisville ky,590.0,22,41.06,T,False
USHOMEBUY (1).xlsx,we buy houses fort myers,590.0,23,21.63,T,False
USHOMEBUY (1).xlsx,ballantyne nc zip code,590.0,24,0.0,C I,True
USHOMEBUY (1).xlsx,ballantyne zip code,590.0,24,0.0,C I,True
USHOMEBUY (1).xlsx,does a new roof increase home value,590.0,24,5.77,I,True
USHOMEBUY (1).xlsx,sell my house austin,590.0,24,23.39,C,False
USHOMEBUY (1).xlsx,sell my house jacksonville,590.0,24,35.21,C,False
USHOMEBUY (1).xlsx,tcu zip code fort worth,590.0,24,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses in sacramento,590.0,24,30.07,T,False
USHOMEBUY (3).xlsx,sell my house fast colorado,590.0,25,40.95,C,False
USHOMEBUY (1).xlsx,condemned housing,590.0,25,7.24,I,True
USHOMEBUY (1).xlsx,does adding a pool increase home value,590.0,25,0.0,I,True
USHOMEBUY (1).xlsx,sell my house waco,590.0,25,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses arizona,590.0,25,31.77,T,False
USHOMEBUY (1).xlsx,declutter home for sale,590.0,26,1.73,I,True
USHOMEBUY (1).xlsx,we buy houses louisville,590.0,26,41.06,C,False
USHOMEBUY (1).xlsx,decluttering house for sale,590.0,27,1.73,I,True
USHOMEBUY (1).xlsx,we buy houses jacksonville,590.0,27,26.56,T,False
USHOMEBUY (1).xlsx,fair market value of property,590.0,28,1.79,I,True
USHOMEBUY (1).xlsx,houses in maryland for 2278,590.0,28,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses in phoenix,590.0,28,0.0,C,False
USHOMEBUY (3).xlsx,sell my house fast arizona,590.0,29,28.14,C,False
USHOMEBUY (1).xlsx,sell my house fast paterson new jersey,480.0,0,0.0,C,False
USHOMEBUY (1).xlsx,sell my house chester,480.0,3,36.48,I,False
USHOMEBUY (1).xlsx,sell my house fast in chester,480.0,4,0.0,I,False
USHOMEBUY (1).xlsx,sell my house norfolk,480.0,4,0.0,C,True
USHOMEBUY (1).xlsx,sell my house delray beach,480.0,6,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses alaska,480.0,6,28.32,C,False
USHOMEBUY (3).xlsx,we buy homes for cash near me,480.0,9,43.41,T,False
USHOMEBUY (1).xlsx,sell my house columbia,480.0,9,0.0,I,False
USHOMEBUY (1).xlsx,sell my house huntington beach,480.0,9,0.0,T,False
USHOMEBUY (1).xlsx,should i rent or sell my house calculator,480.0,9,2.98,C,False
USHOMEBUY (1).xlsx,benbrook zip code,480.0,10,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast atlantic city new jersey,480.0,10,0.0,C,False
USHOMEBUY (1).xlsx,sell my house portland,480.0,10,0.0,C,False
USHOMEBUY (1).xlsx,sell my house providence,480.0,10,0.0,C,True
USHOMEBUY (1).xlsx,we buy houses victoria,480.0,10,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses yakima wa,480.0,10,0.0,T,False
USHOMEBUY (1).xlsx,zip code anthem az,480.0,10,0.0,I,True
USHOMEBUY (1).xlsx,zip code arcadia,480.0,10,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast louisville,480.0,11,13.34,C,False
USHOMEBUY (1).xlsx,sell my house winston salem,480.0,11,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses st paul,480.0,11,0.0,I,False
USHOMEBUY (1).xlsx,providence commons charlotte,480.0,12,1.64,I,True
USHOMEBUY (1).xlsx,we buy houses newark nj,480.0,12,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses pensacola,480.0,12,38.79,T,False
USHOMEBUY (1).xlsx,sell my house fast pensacola,480.0,13,0.0,C,False
USHOMEBUY (1).xlsx,sell my house galveston,480.0,13,0.0,C,False
USHOMEBUY (1).xlsx,sell my house myrtle beach,480.0,13,0.0,nan,False
USHOMEBUY (1).xlsx,we buy houses charleston,480.0,13,11.62,T,False
USHOMEBUY (3).xlsx,sell my house fast missouri,480.0,14,34.22,C,False
USHOMEBUY (3).xlsx,sell my house fast indiana,480.0,14,24.34,C,False
USHOMEBUY (1).xlsx,we buy houses greenville sc,480.0,14,29.54,T,False
USHOMEBUY (1).xlsx,does deed of trust show ownership,480.0,15,2.09,I,True
USHOMEBUY (1).xlsx,sell my house birmingham,480.0,15,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses ann arbor,480.0,15,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses chapel hill,480.0,15,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses gulfport ms,480.0,15,0.0,T,False
USHOMEBUY (1).xlsx,what does under contract show mean,480.0,15,0.01,I,True
USHOMEBUY (1).xlsx,appraised value vs market value,480.0,16,1.06,C,True
USHOMEBUY (1).xlsx,how much does a pool add to home value,480.0,16,1.16,I,True
USHOMEBUY (1).xlsx,sell my house rochester,480.0,16,12.17,C,False
USHOMEBUY (1).xlsx,we buy houses charleston sc,480.0,16,11.62,T,False
USHOMEBUY (1).xlsx,we buy houses in atlanta,480.0,16,25.8,T,False
USHOMEBUY (3).xlsx,sell my house fast detroit,480.0,17,27.73,C,True
USHOMEBUY (3).xlsx,sell my house fast houston texas,480.0,17,23.42,C,False
USHOMEBUY (3).xlsx,sell my house fast louisville ky,480.0,17,26.58,C,False
USHOMEBUY (1).xlsx,condemned building,480.0,17,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast kansas,480.0,17,0.0,C,False
USHOMEBUY (1).xlsx,sell my house for cash atlanta,480.0,17,23.65,C,False
USHOMEBUY (1).xlsx,va home inspection checklist,480.0,17,0.43,I,True
USHOMEBUY (1).xlsx,we buy house reno,480.0,17,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses naples,480.0,17,0.0,C,False
USHOMEBUY (1).xlsx,what type of fence adds to property value,480.0,17,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast san diego,480.0,18,53.8,C,False
USHOMEBUY (1).xlsx,how much does a new roof add to home value,480.0,18,6.04,I,True
USHOMEBUY (1).xlsx,sell my house tucson,480.0,18,0.0,C,False
USHOMEBUY (1).xlsx,we buy houses new haven ct,480.0,18,0.0,T,False
USHOMEBUY (1).xlsx,can i sell my house to avoid foreclosure,480.0,19,27.54,I,False
USHOMEBUY (1).xlsx,sell house private sale houston,480.0,19,0.0,I,True
USHOMEBUY (1).xlsx,sell house privately highland indiana,480.0,19,0.0,I,True
USHOMEBUY (1).xlsx,valentines at home ideas,480.0,19,0.0,I,True
USHOMEBUY (3).xlsx,sell my house fast dallas tx,480.0,20,11.47,C,False
USHOMEBUY (1).xlsx,condemned house meaning,480.0,20,0.0,I,True
USHOMEBUY (1).xlsx,highland park tx zip code,480.0,20,0.0,I,True
USHOMEBUY (1).xlsx,how much does new roof increase home value,480.0,20,6.61,I,True
USHOMEBUY (1).xlsx,we buy houses in dallas,480.0,20,14.56,T,False
USHOMEBUY (1).xlsx,we buy houses louisiana,480.0,20,20.14,T,False
USHOMEBUY (1).xlsx,we buy houses sierra vista az,480.0,20,0.0,C,False
USHOMEBUY (1).xlsx,sell my house myself,480.0,21,12.9,I,False
USHOMEBUY (3).xlsx,sell my house fast in houston,480.0,22,23.42,C,False
USHOMEBUY (1).xlsx,ballantyne zip code charlotte,480.0,22,0.0,C I,True
USHOMEBUY (1).xlsx,how to sell my house for cash,480.0,23,52.39,I,False
USHOMEBUY (1).xlsx,sell my house chattanooga,480.0,23,0.0,C,False
USHOMEBUY (1).xlsx,we buy homes richmond,480.0,23,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses in kansas city,480.0,23,52.24,T,False
USHOMEBUY (1).xlsx,we buy houses spokane,480.0,23,26.07,I,False
USHOMEBUY (1).xlsx,what does it mean if a house is under contract,480.0,23,0.02,C,True
USHOMEBUY (1).xlsx,rent to own is it a good idea,480.0,24,0.42,I,True
USHOMEBUY (1).xlsx,we buy houses austin,480.0,24,33.19,T,False
USHOMEBUY (1).xlsx,we buy houses fort worth,480.0,24,28.92,T,False
USHOMEBUY (1).xlsx,what does a house under contract mean,480.0,24,0.02,C,True
USHOMEBUY (1).xlsx,appraisal vs market value,480.0,25,1.06,C,True
USHOMEBUY (1).xlsx,house under contract,480.0,25,0.38,I,True
USHOMEBUY (1).xlsx,ssundee real estate,480.0,25,5.92,I,True
USHOMEBUY (1).xlsx,we buy houses long island,480.0,25,21.67,T,False
USHOMEBUY (1).xlsx,we buy houses tampa,480.0,25,19.99,C,False
USHOMEBUY (1).xlsx,we buy houses washington,480.0,25,26.86,T,True
USHOMEBUY (2).xlsx,we buy houses maryland,480.0,26,43.25,T,True
USHOMEBUY (1).xlsx,we buy houses detroit,480.0,26,23.91,T,True
USHOMEBUY (1).xlsx,we buy houses st louis mo,480.0,26,23.92,T,False
USHOMEBUY (1).xlsx,what does active under contract mean in real estate,480.0,26,0.02,I,True
USHOMEBUY (1).xlsx,zip code for ballantyne north carolina,480.0,26,0.0,C I,True
USHOMEBUY (3).xlsx,sell my house fast jacksonville fl,480.0,27,14.25,C,False
USHOMEBUY (1).xlsx,we buy houses huntsville al,480.0,27,22.04,T,False
USHOMEBUY (3).xlsx,sell my house fast columbus,480.0,28,28.1,C,False
USHOMEBUY (1).xlsx,zillow new philadelphia ohio,480.0,28,0.02,N T,True
USHOMEBUY (1).xlsx,sell my house houston,480.0,29,34.97,C,False
USHOMEBUY (1).xlsx,we buy houses california,480.0,29,29.73,T,False
USHOMEBUY (1).xlsx,we buy houses nj,480.0,29,27.27,T,False
USHOMEBUY (1).xlsx,sell my house burlington,390.0,0,1.69,C I,False
USHOMEBUY (1).xlsx,sell my house essex,390.0,0,0.0,C I,False
USHOMEBUY (1).xlsx,sell my house santa rosa,390.0,0,0.0,C I,False
USHOMEBUY (1).xlsx,we buy houses derby,390.0,0,0.0,I,True
USHOMEBUY (1).xlsx,we buy houses newcastle,390.0,0,0.0,T,False
USHOMEBUY (2).xlsx,va assumable loan homes for sale,390.0,1,3.27,I,True
USHOMEBUY (1).xlsx,we buy houses oakland,390.0,4,31.46,I,False
USHOMEBUY (2).xlsx,sell my house fast virginia beach,390.0,5,14.67,C,True
USHOMEBUY (1).xlsx,poisonous spiders in tennessee,390.0,5,0.55,I,True
USHOMEBUY (1).xlsx,sell my house santa barbara,390.0,5,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses portland,390.0,5,42.8,I,False
USHOMEBUY (1).xlsx,sell my house charlottesville,390.0,6,0.0,C,False
USHOMEBUY (1).xlsx,sell my house fast ocala,390.0,6,34.13,C I,False
USHOMEBUY (2).xlsx,sell my house fast richmond va,390.0,7,30.67,C,True
USHOMEBUY (1).xlsx,spider tn,390.0,7,0.79,I,True
USHOMEBUY (1).xlsx,we buy houses oakland ca,390.0,7,34.65,T,False
USHOMEBUY (1).xlsx,we buy houses princeton,390.0,7,0.0,I,False
USHOMEBUY (1).xlsx,condemned housing meaning,390.0,8,0.0,I,True
USHOMEBUY (1).xlsx,sell my house for cash lakewood,390.0,8,0.0,C,False
USHOMEBUY (1).xlsx,sureboard founders and management,390.0,8,0.0,I,True
USHOMEBUY (1).xlsx,sell my house fast riverside,390.0,9,12.96,C,True
USHOMEBUY (3).xlsx,sell my house fast omaha,390.0,10,27.72,C,False
USHOMEBUY (1).xlsx,we buy houses bronx,390.0,10,0.0,I,False
USHOMEBUY (1).xlsx,keywords for good real estate deals,390.0,11,0.0,I,True
USHOMEBUY (1).xlsx,self guided home tours,390.0,11,3.63,I,True
USHOMEBUY (1).xlsx,we buy houses cambridge,390.0,11,0.0,I,False
USHOMEBUY (1).xlsx,we buy houses scranton pa,390.0,11,0.0,T,False
USHOMEBUY (1).xlsx,is it a good time to sell my house,390.0,12,11.32,I,False
USHOMEBUY (1).xlsx,providence plantation homes for sale,390.0,12,0.15,T,True
USHOMEBUY (1).xlsx,we buy houses kalamazoo mi,390.0,12,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses auburn al,390.0,13,0.0,T,False
USHOMEBUY (1).xlsx,we buy houses odessa,390.0,13,0.0,T,True
USHOMEBUY (1).xlsx,we buy houses seattle wa,390.0,13,11.47,T,False
USHOMEBUY (1).xlsx,lakeside on preston,390.0,14,0.49,I,True
USHOMEBUY (1).xlsx,sell my home fast miami dade county,390.0,14,0.0,C,True
USHOMEBUY (1).xlsx,sell my house fast sarasota,390.0,14,14.66,C,False
USHOMEBUY (1).xlsx,va home loan inspection checklist,390.0,14,0.43,I,True
USHOMEBUY (2).xlsx,sell my house fast maryland,390.0,15,23.86,C,True
USHOMEBUY (1).xlsx,can i sell my house and rent it back,390.0,15,10.87,I,False
USHOMEBUY (1).xlsx,houses for sale brownsville pennsylvania,390.0,15,0.07,T,True
USHOMEBUY (1).xlsx,los feliz los angeles ca zip code,390.0,15,0.0,I,True
